Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,,,
CHEMBL201457,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1cccs1,IC50>10000nM,1.00E+04,-5.8,5.54E+04,
CHEMBL381318,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccc(Cl)cc3)cc1)n2C1CCCC1,IC50=1200nM,1.20E+03,-5.8,5.54E+04,
CHEMBL4545438,COP(=O)(Nc1nn(-c2ccc(-c3cc4nccc(N)n4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50=334.8nM,3.35E+02,-5.8,5.54E+04,
CHEMBL180706,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1nccs1,IC50=674nM,6.74E+02,-5.8,5.54E+04,
CHEMBL439511,CC(C)(C)C(=O)Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc21,IC50=696nM,6.96E+02,-5.8,5.54E+04,
CHEMBL4592496,O=c1ccn([C@@H]2O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]2(F)Cl)c(=O)[nH]1,IC50=190nM,1.90E+02,-5.8,5.54E+04,
CHEMBL213807,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=47643098.68nM,4.76E+07,-5.8,5.54E+04,
CHEMBL2236439,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50=13182.57nM,1.32E+04,-5.8,5.54E+04,
CHEMBL2236439,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50=13000nM,1.30E+04,-5.8,5.54E+04,
CHEMBL4282015,CCOc1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50=61nM,6.10E+01,-5.8,5.54E+04,
CHEMBL211455,COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50=76nM,7.60E+01,-5.7,6.56E+04,
CHEMBL180951,COC(=O)C1CCCN1Nc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50=51000nM,5.10E+04,-5.7,6.56E+04,
CHEMBL204932,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccc(Cl)c(Cl)c3)cc1)n2C1CCCC1,IC50=1300nM,1.30E+03,-5.7,6.56E+04,
CHEMBL3651433,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)COC4)c(OC)cc3C)c(F)c12,IC50=17nM,1.70E+01,-5.7,6.56E+04,
CHEMBL201088,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccc1,IC50=82nM,8.20E+01,-5.7,6.56E+04,
CHEMBL202498,Cc1ccc(S(=O)(=O)NN2C(=S)S/C(=C\c3ccc(Cl)c(Cl)c3)C2O)cc1,IC50=600nM,6.00E+02,-5.7,6.56E+04,
CHEMBL193671,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2cc(-c3ccccc3)on2)c1,IC50=6000nM,6.00E+03,-5.7,6.56E+04,
CHEMBL211712,O=C(O)c1ccc2cc(C3CCCCC3)c(-c3ccccc3)nc2c1,IC50>50000nM,5.00E+04,-5.7,6.56E+04,
CHEMBL209853,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCc4ccccc4)ccc3-c3ccc(Cl)cc3)cc1)n2C1CCCCC1,IC50=34514373.93nM,3.45E+07,-5.7,6.56E+04,
CHEMBL365748,O=C(Nc1cccc(O)c1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50=1900nM,1.90E+03,-5.7,6.56E+04,
CHEMBL425607,CNC(=O)COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50=180nM,1.80E+02,-5.7,6.56E+04,
CHEMBL222231,COc1cc(OC)c(CCC2(C3CCCC3)CC(O)=C(Sc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc1Cl,IC50=14nM,1.40E+01,-5.7,6.56E+04,
CHEMBL433957,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccc(Cl)s1,IC50=4780nM,4.78E+03,-5.7,6.56E+04,
CHEMBL209031,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50=37nM,3.70E+01,-5.7,6.56E+04,
CHEMBL202539,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CC1CCCCC1,IC50=367nM,3.67E+02,-5.7,6.56E+04,
CHEMBL425607,CNC(=O)COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50=80nM,8.00E+01,-5.7,6.56E+04,
CHEMBL424769,NC(=O)c1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50=37nM,3.70E+01,-5.7,6.56E+04,
CHEMBL213807,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=21nM,2.10E+01,-5.7,6.56E+04,
CHEMBL441355,O=C(O)c1nc(-c2sccc2NS(=O)(=O)c2ccc3ccccc3c2)nc(O)c1O,IC50=1420nM,1.42E+03,-5.7,6.56E+04,
CHEMBL2373486,O=C(O)C1(C(=O)O)[C@@]23C4=c5c6c7c8c9c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c(c5c5c6c6c8c%11c8c%11c%12c%15c%12c(c%20%16)c%21c%15c%23c5c(c68)c%15c%12%11)[C@@]12[C@@H]%22[C@H]%19c1c-%18c2c5c(c13)[C@@H]4[C@@H]7C9=C5[C@@]1([C@H]2[C@H]%17%14)C(C(=O)O)(C(=O)O)[C@]%10%131,IC50=3200nM,3.20E+03,-5.7,6.56E+04,
CHEMBL4444480,COP(=O)(Nc1nc(-c2ccc(-c3cc4nc(C)cc(N)n4n3)cc2)sc1C(=O)O)c1ccc(C)cc1C,IC50=24.4nM,2.44E+01,-5.7,6.56E+04,
CHEMBL368589,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)N4CCC(O)CC4)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=71449632.61nM,7.14E+07,-5.7,6.56E+04,
CHEMBL361811,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccccc1Br,IC50=6720nM,6.72E+03,-5.7,6.56E+04,
CHEMBL201337,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccncc1,IC50=61nM,6.10E+01,-5.7,6.56E+04,
CHEMBL179279,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccoc1,IC50=133nM,1.33E+02,-5.7,6.56E+04,
CHEMBL201231,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccc1[N+](=O)[O-],IC50>10000nM,1.00E+04,-5.7,6.56E+04,
CHEMBL381828,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccc(F)cc3)c3ccc(F)cc3)cc1F)n2C1CCCCC1,IC50=300nM,3.00E+02,-5.7,6.56E+04,
CHEMBL396311,CCOC(=O)c1cccc(NS(=O)(=O)Nc2ccc3c(c2)S(=O)(=O)N=C(c2c(O)c4cccnc4n(CCC(C)C)c2=O)N3)c1,IC50=132nM,1.32E+02,-5.7,6.56E+04,
CHEMBL201435,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1ccccc1,IC50>10000nM,1.00E+04,-5.7,6.56E+04,
CHEMBL205337,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cccc(-c4ccccc4)c3)cc1)n2C1CCCCC1,IC50=390nM,3.90E+02,-5.7,6.56E+04,
CHEMBL202164,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCC(F)(F)F,IC50=106nM,1.06E+02,-5.7,6.56E+04,
CHEMBL379796,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3-c3ccccc3)cc1Cl)n2C1CCCCC1,IC50=350nM,3.50E+02,-5.7,6.56E+04,
CHEMBL4518864,O=C(CN1C(=O)S/C(=C\c2ccc(F)cc2)C1=O)Nc1ccccc1,IC50=140nM,1.40E+02,-5.7,6.56E+04,
CHEMBL360365,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccco1,IC50=3260nM,3.26E+03,-5.7,6.56E+04,
CHEMBL192896,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1O,IC50=80nM,8.00E+01,-5.7,6.56E+04,
CHEMBL179934,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCCCCC1,IC50=217nM,2.17E+02,-5.7,6.56E+04,
CHEMBL179934,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCCCCC1,IC50=1040nM,1.04E+03,-5.7,6.56E+04,
CHEMBL202514,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1cccnc1,IC50=316nM,3.16E+02,-5.7,6.56E+04,
CHEMBL180706,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1nccs1,IC50=35800nM,3.58E+04,-5.7,6.56E+04,
CHEMBL204663,O=C(Cc1csc2ccccc12)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=230nM,2.30E+02,-5.7,6.56E+04,
CHEMBL1689390,O=C(CN1C(=O)S/C(=C\c2ccccc2)C1=O)Nc1ccccc1,IC50=4800nM,4.80E+03,-5.7,6.56E+04,
CHEMBL4290092,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4noc(C(F)(F)F)n4)c3)cc12,IC50=99nM,9.90E+01,-5.7,6.56E+04,
CHEMBL4108651,COc1ccc2c(c1)C1CC13Cn1c-2c(C2CCCCC2)c2ccc(cc21)C(=O)NS(=O)(=O)N(C)C/C=C/CCNC3=O,IC50=930nM,9.30E+02,-5.7,6.56E+04,
CHEMBL210297,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(N4CCCC4=O)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=6400nM,6.40E+03,-5.7,6.56E+04,
CHEMBL210693,CNS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3ccccc3n(NC3CCC3)c1=O)=N2,IC50=8.7nM,8.70E+00,-5.6,7.77E+04,
CHEMBL208817,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)Nc4ccc(C(N)=O)cc4)ccc3N2)c(O)c2cccnc21,IC50=18nM,1.80E+01,-5.6,7.77E+04,
CHEMBL212226,COc1cc(OCc2ccccc2-c2ccccc2)ccc1-c1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50=909913.27nM,9.10E+05,-5.6,7.77E+04,
CHEMBL382997,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)Nc4cccc(C(=O)O)c4)ccc3N2)c(O)c2cccnc21,IC50=115nM,1.15E+02,-5.6,7.77E+04,
CHEMBL182191,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccccc1,IC50=129nM,1.29E+02,-5.6,7.77E+04,
CHEMBL208507,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCCc3ccccc3-c3ccccc3)cc1)n2C1CCCCC1,IC50=340nM,3.40E+02,-5.6,7.77E+04,
CHEMBL2296935,CC(=O)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=71449632.61nM,7.14E+07,-5.6,7.77E+04,
CHEMBL211766,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)cn2c1,IC50=94nM,9.40E+01,-5.6,7.77E+04,
CHEMBL188698,CN(C)C1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50=41nM,4.10E+01,-5.6,7.77E+04,
CHEMBL181068,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCCCC1,IC50=2528nM,2.53E+03,-5.6,7.77E+04,
CHEMBL209282,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3cccnc3)cc1)n2C1CCCCC1,IC50=290nM,2.90E+02,-5.6,7.77E+04,
CHEMBL378053,CNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=12nM,1.20E+01,-5.6,7.77E+04,
CHEMBL378284,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3cccc(Cl)c3)cc1)n2C1CCCCC1,IC50=480nM,4.80E+02,-5.6,7.77E+04,
CHEMBL438430,NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=13nM,1.30E+01,-5.6,7.77E+04,
CHEMBL211507,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3ccc(Cl)cc3)cc1)n2C1CCCCC1,IC50=50nM,5.00E+01,-5.6,7.77E+04,
CHEMBL411712,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)N4CCCCC4)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=18nM,1.80E+01,-5.6,7.77E+04,
CHEMBL378053,CNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=12nM,1.20E+01,-5.6,7.77E+04,
CHEMBL212094,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NN4CCCCC4)ccc3N2)c(O)c2cccnc21,IC50=45nM,4.50E+01,-5.6,7.77E+04,
CHEMBL202375,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1ccsc1,IC50>10000nM,1.00E+04,-5.6,7.77E+04,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=44nM,4.40E+01,-5.6,7.77E+04,
CHEMBL198813,O=C(O)C(=O)/C=C(\O)c1cccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1,IC50=140nM,1.40E+02,-5.6,7.77E+04,
CHEMBL213807,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=21nM,2.10E+01,-5.6,7.77E+04,
CHEMBL201436,COC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=82nM,8.20E+01,-5.6,7.77E+04,
CHEMBL379613,NS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3ccccc3n(NC3CCC3)c1=O)=N2,IC50=5.2nM,5.20E+00,-5.6,7.77E+04,
CHEMBL384679,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3-c3ccccc3)cc1C(F)(F)F)n2C1CCCCC1,IC50=1076465.21nM,1.08E+06,-5.6,7.77E+04,
CHEMBL211849,CC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=55590425.73nM,5.56E+07,-5.6,7.77E+04,
CHEMBL179668,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1cccs1,IC50=2330nM,2.33E+03,-5.6,7.77E+04,
CHEMBL425769,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3cccc(F)c3)c3cccc(F)c3)cc1)n2C1CCCCC1,IC50=760nM,7.60E+02,-5.6,7.77E+04,
CHEMBL211849,CC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=18nM,1.80E+01,-5.6,7.77E+04,
CHEMBL381927,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccccc3)c3ccccc3)cc1F)n2C1CCCCC1,IC50=800nM,8.00E+02,-5.6,7.77E+04,
CHEMBL179668,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1cccs1,IC50=125nM,1.25E+02,-5.6,7.77E+04,
CHEMBL24396,COc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=620nM,6.20E+02,-5.6,7.77E+04,
CHEMBL379435,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)N4CCOCC4)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=14nM,1.40E+01,-5.6,7.77E+04,
CHEMBL201332,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1cccc(Br)c1,IC50=36nM,3.60E+01,-5.6,7.77E+04,
CHEMBL202449,CC(C)CCn1cc(C2=NS(=O)(=O)c3ccccc3N2)c(=O)c2ccccc21,IC50>10000nM,1.00E+04,-5.6,7.77E+04,
CHEMBL372998,O=S(=O)(NN1C(=S)S/C(=C\c2ccc(Cl)c(Cl)c2)C1O)c1ccc(Cl)cc1,IC50=500nM,5.00E+02,-5.6,7.77E+04,
CHEMBL385206,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCc1ccccc1-3,IC50=140nM,1.40E+02,-5.6,7.77E+04,
CHEMBL377075,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1-c1ccccc1,IC50>10000nM,1.00E+04,-5.6,7.77E+04,
CHEMBL201406,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(Cl)ccc21,IC50=43nM,4.30E+01,-5.6,7.77E+04,
CHEMBL264217,O=S(=O)(NN1C(=S)S/C(=C\c2ccc(Cl)c(Cl)c2)C1O)c1ccc(F)cc1,IC50=700nM,7.00E+02,-5.6,7.77E+04,
CHEMBL2387643,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)SC1=S,IC50=47800nM,4.78E+04,-5.6,7.77E+04,
CHEMBL208585,CN(C)C(=O)Nc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=45498806.02nM,4.55E+07,-5.6,7.77E+04,
CHEMBL212226,COc1cc(OCc2ccccc2-c2ccccc2)ccc1-c1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50=1100nM,1.10E+03,-5.6,7.77E+04,
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=2537nM,2.54E+03,-5.6,7.77E+04,
CHEMBL201797,COc1ccc(S(=O)(=O)NN2C(=S)S/C(=C\c3ccc(Cl)c(Cl)c3)C2O)cc1,IC50=6000nM,6.00E+03,-5.6,7.77E+04,
CHEMBL4109922,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)C/C=C/CNC1=O,IC50=190nM,1.90E+02,-5.6,7.77E+04,
CHEMBL4464093,O=C(C/N=C1/S/C(=C\c2ccccc2)C(=O)N1c1ccccc1)Nc1ccccc1,IC50=760nM,7.60E+02,-5.6,7.77E+04,
CHEMBL202317,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc21,IC50=20nM,2.00E+01,-5.6,7.77E+04,
CHEMBL4593826,COP(=O)(Nc1nc(-c2ccc(-c3cc4nccc(N)n4n3)cc2)sc1C(=O)O)c1ccc(C)cc1C,IC50=51.7nM,5.17E+01,-5.6,7.77E+04,
CHEMBL4243096,CN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n3c2c1OCC3,IC50<10000nM,1.00E+04,-5.6,7.77E+04,
CHEMBL200985,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccn1,IC50=2694nM,2.69E+03,-5.6,7.77E+04,
CHEMBL4464093,O=C(C/N=C1/S/C(=C\c2ccccc2)C(=O)N1c1ccccc1)Nc1ccccc1,IC50=760.33nM,7.60E+02,-5.6,7.77E+04,
CHEMBL433957,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccc(Cl)s1,IC50=1450nM,1.45E+03,-5.6,7.77E+04,
CHEMBL4592592,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]2(O)CF)c(=O)[nH]1,IC50=280nM,2.80E+02,-5.6,7.77E+04,
CHEMBL426850,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccc(Cl)cc3)c3ccc(Cl)cc3)cc1)n2C1CCCCC1,IC50=930nM,9.30E+02,-5.6,7.77E+04,
CHEMBL1689387,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2Cl)C1=O)Nc1ccccc1,IC50=439.54nM,4.40E+02,-5.6,7.77E+04,
CHEMBL3672389,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4nc(C)no4)c3)cc12,IC50=15nM,1.50E+01,-5.6,7.77E+04,
CHEMBL177456,O=C(O)c1ccc2c(c1)nc(-c1ccc(C(=O)O)o1)n2C1CCCCC1,IC50>30000nM,3.00E+04,-5.5,9.20E+04,
CHEMBL212355,CCCCS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50=22nM,2.20E+01,-5.5,9.20E+04,
CHEMBL208740,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(N)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50=2.8nM,2.80E+00,-5.5,9.20E+04,
CHEMBL208595,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)Nc4cccc(C(=O)NCC(N)=O)c4)ccc3N2)c(O)c2cccnc21,IC50=43nM,4.30E+01,-5.5,9.20E+04,
CHEMBL383304,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3cccnc3)c3cccnc3)cc1F)n2C1CCCCC1,IC50=2200nM,2.20E+03,-5.5,9.20E+04,
CHEMBL375133,CC(C)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=76913044.03nM,7.69E+07,-5.5,9.20E+04,
CHEMBL202319,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCC1CC1,IC50=13nM,1.30E+01,-5.5,9.20E+04,
CHEMBL379881,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCCc1ccccc1,IC50=460nM,4.60E+02,-5.5,9.20E+04,
CHEMBL378284,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3cccc(Cl)c3)cc1)n2C1CCCCC1,IC50=2084490.88nM,2.08E+06,-5.5,9.20E+04,
CHEMBL377889,NC(=O)c1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1,IC50=69nM,6.90E+01,-5.5,9.20E+04,
CHEMBL384679,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3-c3ccccc3)cc1C(F)(F)F)n2C1CCCCC1,IC50=930nM,9.30E+02,-5.5,9.20E+04,
CHEMBL376688,CN(C)C(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=15nM,1.50E+01,-5.5,9.20E+04,
CHEMBL206487,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccccc3)c3ccccc3)cc1)n2C1CCCCC1,IC50=590nM,5.90E+02,-5.5,9.20E+04,
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50=6nM,6.00E+00,-5.5,9.20E+04,
CHEMBL179532,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c1,IC50=26nM,2.60E+01,-5.5,9.20E+04,
CHEMBL212355,CCCCS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50=5nM,5.00E+00,-5.5,9.20E+04,
CHEMBL182462,COc1cccc(Oc2ccc(C(=O)N(c3ncc(C(=O)O)s3)C3CCCCC3)cc2)c1,IC50=3100nM,3.10E+03,-5.5,9.20E+04,
CHEMBL188307,O=C(O)c1nc(-c2cccc(OCc3ccccc3)c2)nc(O)c1O,IC50=15000nM,1.50E+04,-5.5,9.20E+04,
CHEMBL439848,COc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cn1,IC50=69nM,6.90E+01,-5.5,9.20E+04,
CHEMBL188307,O=C(O)c1nc(-c2cccc(OCc3ccccc3)c2)nc(O)c1O,IC50=1000nM,1.00E+03,-5.5,9.20E+04,
CHEMBL206487,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccccc3)c3ccccc3)cc1)n2C1CCCCC1,IC50=1300nM,1.30E+03,-5.5,9.20E+04,
CHEMBL211004,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50=58nM,5.80E+01,-5.5,9.20E+04,
CHEMBL362957,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCC(N4CCC4)CC3)c2c1,IC50=9nM,9.00E+00,-5.5,9.20E+04,
CHEMBL425286,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)COc1ccccc1-3,IC50=140nM,1.40E+02,-5.5,9.20E+04,
CHEMBL211336,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C(C)C)ccc3N2)c(O)c2cccnc21,IC50=8nM,8.00E+00,-5.5,9.20E+04,
CHEMBL201600,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2c(O)cccc21,IC50=47nM,4.70E+01,-5.5,9.20E+04,
