Molecule ChEMBL ID,Smiles,Standard Value,IC50(nM),¦¤G, predict affinity(kcal/mol),difference,annotation
CHEMBL197815,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)sc2c1CCC(C)(C)C2,IC50 = 50,5.00E+01,-8,1.35E+03,1.30E+03,
CHEMBL193403,O=C(O)/C(=C/c1ccc(-c2ccccc2F)o1)NC(=O)c1ccccc1,IC50 = 3100,3.10E+03,-7.3,4.40E+03,1.30E+03,
CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50 = 38,3.80E+01,-8,1.35E+03,1.31E+03,
CHEMBL3957774,COc1ccc2c(c1)C(C)=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50 = 40,4.00E+01,-8,1.35E+03,1.31E+03,
CHEMBL183588,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CC1,IC50 = 285,2.85E+02,-7.9,1.60E+03,1.31E+03,
CHEMBL193549,O=C(O)/C(=C/c1ccc(-c2cccc(F)c2)o1)NC(=O)c1ccccc1,IC50 = 3900,3.90E+03,-7.2,5.21E+03,1.31E+03,
CHEMBL376462,O=C(O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 24,2.40E+01,-8,1.35E+03,1.32E+03,
CHEMBL202405,CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 21,2.10E+01,-8,1.35E+03,1.33E+03,
CHEMBL425221,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NCC(=O)O)ccc21,IC50 = 21,2.10E+01,-8,1.35E+03,1.33E+03,
CHEMBL179970,COc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cc1,IC50 = 18,1.80E+01,-8,1.35E+03,1.33E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 881.9,8.82E+02,-7.7,2.24E+03,1.35E+03,
CHEMBL202895,O=C(NCc1ccccc1)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 230,2.30E+02,-7.9,1.60E+03,1.37E+03,
CHEMBL203729,O=C(Cc1c[nH]c2ccccc12)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 200,2.00E+02,-7.9,1.60E+03,1.40E+03,
CHEMBL4460709,O=C(CN1C(=O)S/C(=C\c2ccccc2Cl)C1=O)Nc1ccc(Cl)cc1,IC50 = 2992.26,2.99E+03,-7.3,4.40E+03,1.41E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 173.6,1.74E+02,-7.9,1.60E+03,1.42E+03,
CHEMBL4640290,C[C@@]1(F)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50 = 160,1.60E+02,-7.9,1.60E+03,1.44E+03,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 130,1.30E+02,-7.9,1.60E+03,1.47E+03,
CHEMBL365105,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Br)cc1,IC50 = 120,1.20E+02,-7.9,1.60E+03,1.48E+03,
CHEMBL4464093,O=C(C/N=C1/S/C(=C\c2ccccc2)C(=O)N1c1ccccc1)Nc1ccccc1,IC50 = 760,7.60E+02,-7.7,2.24E+03,1.48E+03,
CHEMBL4554145,O=C(CN1C(=O)S/C(=C\c2ccc(F)cc2)C1=O)Nc1ccc(Cl)cc1,IC50 = 100,1.00E+02,-7.9,1.60E+03,1.50E+03,
CHEMBL214600,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCC1,IC50 = 2200,2.20E+03,-7.4,3.71E+03,1.51E+03,
CHEMBL426277,O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50 = 370,3.70E+02,-7.8,1.89E+03,1.52E+03,
CHEMBL202595,CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NCCO)ccc21,IC50 = 48,4.80E+01,-7.9,1.60E+03,1.55E+03,
CHEMBL201690,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCC#N)ccc21,IC50 = 34,3.40E+01,-7.9,1.60E+03,1.56E+03,
CHEMBL3651432,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)COC4)ccc3C)c(F)c12,IC50 = 24,2.40E+01,-7.9,1.60E+03,1.57E+03,
CHEMBL210760,CNS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50 = 14,1.40E+01,-7.9,1.60E+03,1.58E+03,
CHEMBL191207,CCc1c(C2CCCCC2)c2ccc(C(=O)O)cc2n1CC(=O)N1CCC(N(C)C)CC1,IC50 = 283,2.83E+02,-7.8,1.89E+03,1.61E+03,
CHEMBL373305,Cc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50 = 580,5.80E+02,-7.7,2.24E+03,1.66E+03,
CHEMBL360266,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1cccnc1,IC50 = 221,2.21E+02,-7.8,1.89E+03,1.67E+03,
CHEMBL179934,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCCCCC1,IC50 = 217,2.17E+02,-7.8,1.89E+03,1.67E+03,
CHEMBL2375371,O=C(O)c1cc(Oc2ccccc2)ccc1NS(=O)(=O)c1ccc(Br)cc1F,IC50 = 200,2.00E+02,-7.8,1.89E+03,1.69E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 190,1.90E+02,-7.8,1.89E+03,1.70E+03,
CHEMBL189725,CN(C)Cc1cccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)c1,IC50 = 147,1.47E+02,-7.8,1.89E+03,1.74E+03,
CHEMBL183588,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CC1,IC50 = 145,1.45E+02,-7.8,1.89E+03,1.74E+03,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 150,1.50E+02,-7.8,1.89E+03,1.74E+03,
CHEMBL4518864,O=C(CN1C(=O)S/C(=C\c2ccc(F)cc2)C1=O)Nc1ccccc1,IC50 = 140,1.40E+02,-7.8,1.89E+03,1.75E+03,
CHEMBL4277494,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(C)(F)F)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50 = 96,9.60E+01,-7.8,1.89E+03,1.79E+03,
CHEMBL1630001,C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,IC50 = 99,9.90E+01,-7.8,1.89E+03,1.79E+03,
CHEMBL2375371,O=C(O)c1cc(Oc2ccccc2)ccc1NS(=O)(=O)c1ccc(Br)cc1F,IC50 = 93,9.30E+01,-7.8,1.89E+03,1.80E+03,
CHEMBL1687959,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2)C1=O)Nc1ccccc1,IC50 = 84.92,8.49E+01,-7.8,1.89E+03,1.80E+03,
CHEMBL211455,COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50 = 76,7.60E+01,-7.8,1.89E+03,1.81E+03,
CHEMBL372590,N#Cc1cc(Cl)c(Cl)cc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50 = 56,5.60E+01,-7.8,1.89E+03,1.83E+03,
CHEMBL1957270,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NC1CCCCC1,IC50 = 60,6.00E+01,-7.8,1.89E+03,1.83E+03,
CHEMBL364269,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21)NCC1CC1,IC50 = 63,6.30E+01,-7.8,1.89E+03,1.83E+03,
CHEMBL368884,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)[nH]c2c1,IC50 = 48,4.80E+01,-7.8,1.89E+03,1.84E+03,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 48,4.80E+01,-7.8,1.89E+03,1.84E+03,
CHEMBL174719,N#Cc1c(Cl)cc(Cl)cc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50 = 45,4.50E+01,-7.8,1.89E+03,1.84E+03,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 45,4.50E+01,-7.8,1.89E+03,1.84E+03,
CHEMBL4286862,CCN(C)c1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50 = 31,3.10E+01,-7.8,1.89E+03,1.86E+03,
CHEMBL379931,CC(=O)Nc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 22,2.20E+01,-7.8,1.89E+03,1.87E+03,
CHEMBL213807,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50 = 21,2.10E+01,-7.8,1.89E+03,1.87E+03,
CHEMBL4286495,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ccccn5)CC4)c3)cc12,IC50 = 18,1.80E+01,-7.8,1.89E+03,1.87E+03,
CHEMBL4279412,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4noc(C)n4)c3)cc12,IC50 = 17,1.70E+01,-7.8,1.89E+03,1.87E+03,
CHEMBL212355,CCCCS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50 = 5,5.00E+00,-7.8,1.89E+03,1.88E+03,
CHEMBL3672392,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4ncon4)c3)cc12,IC50 = 9,9.00E+00,-7.8,1.89E+03,1.88E+03,
CHEMBL379613,NS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3ccccc3n(NC3CCC3)c1=O)=N2,IC50 = 0.4,4.00E-01,-7.8,1.89E+03,1.89E+03,
CHEMBL204350,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@@H]1C(C)(C)C,IC50 = 1.7,1.70E+00,-7.8,1.89E+03,1.89E+03,
CHEMBL206518,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1ccccc1Cl,IC50 = 340,3.40E+02,-7.7,2.24E+03,1.90E+03,
CHEMBL202513,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2c(F)cccc21,IC50 = 340,3.40E+02,-7.7,2.24E+03,1.90E+03,
CHEMBL362821,CCCC(CCC)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 1800,1.80E+03,-7.4,3.71E+03,1.91E+03,
CHEMBL360365,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccco1,IC50 = 305,3.05E+02,-7.7,2.24E+03,1.93E+03,
CHEMBL1689386,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)cc1,IC50 = 250.03,2.50E+02,-7.7,2.24E+03,1.99E+03,
CHEMBL2296656,Cc1ncc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c(-c2ccc(Cl)cc2)n1,IC50 = 188,1.88E+02,-7.7,2.24E+03,2.05E+03,
CHEMBL202271,C#CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 118,1.18E+02,-7.7,2.24E+03,2.12E+03,
CHEMBL4243096,CN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n3c2c1OCC3,IC50 < 10000,1.00E+04,-6.7,1.21E+04,2.12E+03,
CHEMBL201436,COC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 82,8.20E+01,-7.7,2.24E+03,2.15E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 > 500,5.00E+02,-7.6,2.65E+03,2.15E+03,
CHEMBL384144,O=C(O)c1ccc2c(C3CCCC3)c(-c3ccoc3)oc2c1,IC50 = 81,8.10E+01,-7.7,2.24E+03,2.16E+03,
CHEMBL194116,O=C(O)/C(=C/c1ccc(-c2ccccc2OC(F)(F)F)o1)NC(=O)c1ccccc1,IC50 = 4000,4.00E+03,-7.1,6.16E+03,2.16E+03,
CHEMBL186146,Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccncc2)sc1C(=O)O,IC50 = 4000,4.00E+03,-7.1,6.16E+03,2.16E+03,
CHEMBL211507,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3ccc(Cl)cc3)cc1)n2C1CCCCC1,IC50 = 50,5.00E+01,-7.7,2.24E+03,2.19E+03,
CHEMBL202165,CC(CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21)C(F)(F)F,IC50 = 44,4.40E+01,-7.7,2.24E+03,2.19E+03,
CHEMBL383960,O=C(O)c1ccc2c(C3CCCC3)c(-c3ccoc3)[nH]c2c1,IC50 = 25,2.50E+01,-7.7,2.24E+03,2.21E+03,
CHEMBL1689387,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2Cl)C1=O)Nc1ccccc1,IC50 = 440,4.40E+02,-7.6,2.65E+03,2.21E+03,
CHEMBL374567,CC(=O)N(C)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 16,1.60E+01,-7.7,2.24E+03,2.22E+03,
CHEMBL365185,O=C(O)C(=O)/C=C(\O)c1sccc1Cc1cccc(F)c1,IC50 = 9900,9.90E+03,-6.7,1.21E+04,2.22E+03,
CHEMBL239524,COc1cccc2c1NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=NS2(=O)=O,IC50 = 2120,2.12E+03,-7.3,4.40E+03,2.28E+03,
CHEMBL4291164,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(C)CC4)c3)cc12,IC50 = 305,3.05E+02,-7.6,2.65E+03,2.34E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 302,3.02E+02,-7.6,2.65E+03,2.35E+03,
CHEMBL204321,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1ccccc1,IC50 = 290,2.90E+02,-7.6,2.65E+03,2.36E+03,
CHEMBL360438,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCC1,IC50 = 278,2.78E+02,-7.6,2.65E+03,2.37E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 257.7,2.58E+02,-7.6,2.65E+03,2.39E+03,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50 = 730,7.30E+02,-7.5,3.14E+03,2.41E+03,
CHEMBL195798,O=C(O)/C(=C/c1cccc(-c2ccccc2Cl)c1)NC(=O)c1ccccc1,IC50 = 1300,1.30E+03,-7.4,3.71E+03,2.41E+03,
CHEMBL209921,Cc1ncc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)n1,IC50 = 188,1.88E+02,-7.6,2.65E+03,2.46E+03,
CHEMBL189927,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1F,IC50 = 180,1.80E+02,-7.6,2.65E+03,2.47E+03,
CHEMBL1689390,O=C(CN1C(=O)S/C(=C\c2ccccc2)C1=O)Nc1ccccc1,IC50 = 4800,4.80E+03,-7,7.30E+03,2.50E+03,
CHEMBL181058,Cc1ccsc1CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 1190,1.19E+03,-7.4,3.71E+03,2.52E+03,
CHEMBL209006,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)N(C)C(=O)OCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50 = 121,1.21E+02,-7.6,2.65E+03,2.53E+03,
CHEMBL217213,Cn1c(-c2ccc(OCc3ccccc3)cc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 120,1.20E+02,-7.6,2.65E+03,2.53E+03,
CHEMBL180974,CCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 100,1.00E+02,-7.6,2.65E+03,2.55E+03,
CHEMBL362185,N#Cc1ccc(Br)cc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50 = 100,1.00E+02,-7.6,2.65E+03,2.55E+03,
CHEMBL239977,COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccnc3n(CCC(C)C)c1=O)N2,IC50 = 1130,1.13E+03,-7.4,3.71E+03,2.58E+03,
CHEMBL4636786,Nc1cc(Cn2c(C(=O)O)c(-c3ccc[nH]c3=O)c3ccc(Cl)cc32)ccn1,IC50 = 53,5.30E+01,-7.6,2.65E+03,2.60E+03,
CHEMBL1689375,O=C(CN1C(=O)S/C(=C\c2ccccc2Cl)C1=O)Nc1ccccc1,IC50 = 34.99,3.50E+01,-7.6,2.65E+03,2.61E+03,
CHEMBL208817,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)Nc4ccc(C(N)=O)cc4)ccc3N2)c(O)c2cccnc21,IC50 = 18,1.80E+01,-7.6,2.65E+03,2.63E+03,
CHEMBL213807,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50 = 21,2.10E+01,-7.6,2.65E+03,2.63E+03,
CHEMBL208585,CN(C)C(=O)Nc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 22,2.20E+01,-7.6,2.65E+03,2.63E+03,
CHEMBL378470,NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 16,1.60E+01,-7.6,2.65E+03,2.63E+03,
CHEMBL3672389,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4nc(C)no4)c3)cc12,IC50 = 15,1.50E+01,-7.6,2.65E+03,2.63E+03,
CHEMBL378053,CNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 12,1.20E+01,-7.6,2.65E+03,2.64E+03,
CHEMBL607287,C[C@@H]1C[C@@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2ncc(C(=O)O)s2)CC(C)(C)C1,IC50 = 6000,6.00E+03,-6.9,8.64E+03,2.64E+03,
CHEMBL280861,N#Cc1ccccc1CN(C(=O)c1ccc(Cl)cc1Cl)[C@@H](Cc1ccccc1)C(=O)O,IC50 = 6000,6.00E+03,-6.9,8.64E+03,2.64E+03,
CHEMBL4279977,CNC(=O)c1c(-c2ccc(F)cc2)oc2ncc(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50 = 447,4.47E+02,-7.5,3.14E+03,2.69E+03,
CHEMBL368481,O=C(O)C(=O)CC(=O)c1ccccc1OCc1ccccc1,IC50 = 44000,4.40E+04,-5.9,4.68E+04,2.82E+03,
CHEMBL193835,O=C(CC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50 = 850,8.50E+02,-7.4,3.71E+03,2.86E+03,
CHEMBL179668,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1cccs1,IC50 = 2330,2.33E+03,-7.2,5.21E+03,2.88E+03,
CHEMBL486231,C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 7300,7.30E+03,-6.8,1.02E+04,2.93E+03,
CHEMBL4464932,COc1ccc(N2CN=c3s/c(=C/c4ccccc4)c(=O)n3C2)cc1,IC50 = 750,7.50E+02,-7.4,3.71E+03,2.96E+03,
CHEMBL385206,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCc1ccccc1-3,IC50 = 140,1.40E+02,-7.5,3.14E+03,3.00E+03,
CHEMBL181109,CC(C)(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 135,1.35E+02,-7.5,3.14E+03,3.00E+03,
CHEMBL209444,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NCC#N)ccc3N2)c(O)c2cccnc21,IC50 = 120,1.20E+02,-7.5,3.14E+03,3.02E+03,
CHEMBL360438,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CCC1,IC50 = 108,1.08E+02,-7.5,3.14E+03,3.03E+03,
CHEMBL362185,N#Cc1ccc(Br)cc1COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50 = 100,1.00E+02,-7.5,3.14E+03,3.04E+03,
CHEMBL363426,O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C(O)c1ccccc1,IC50 = 3100,3.10E+03,-7.1,6.16E+03,3.06E+03,
CHEMBL4282015,CCOc1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50 = 61,6.10E+01,-7.5,3.14E+03,3.07E+03,
CHEMBL440992,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCN(Cc1ccccc1)c1ccccc1-3,IC50 = 41,4.10E+01,-7.5,3.14E+03,3.09E+03,
CHEMBL372235,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCS(=O)(=O)CC3)c2c1,IC50 = 43,4.30E+01,-7.5,3.14E+03,3.09E+03,
CHEMBL371410,O=C(O)/C(=C/c1ccc(Oc2ccccc2C(F)(F)F)cc1)NC(=O)c1ccccc1,IC50 = 1300,1.30E+03,-7.3,4.40E+03,3.10E+03,
CHEMBL376462,O=C(O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 24,2.40E+01,-7.5,3.14E+03,3.11E+03,
CHEMBL214365,CCCNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50 = 21,2.10E+01,-7.5,3.14E+03,3.11E+03,
CHEMBL366197,O=C(O)/C(=C/c1ccc(Oc2c(F)cccc2Br)cc1)NC(=O)c1ccccc1,IC50 = 30,3.00E+01,-7.5,3.14E+03,3.11E+03,
CHEMBL364321,O=C(O)c1nc(-c2cccc(O)c2)nc(O)c1O,IC50 = 600,6.00E+02,-7.4,3.71E+03,3.11E+03,
CHEMBL433970,CS(=O)(=O)N1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3cc(C(=O)O)ccc32)CC1,IC50  ,,-7.5,3.14E+03,3.14E+03,
CHEMBL4442797,COc1ccc(N2CN=c3s/c(=C/c4ccccc4Cl)c(=O)n3C2)cc1,IC50 = 1260,1.26E+03,-7.3,4.40E+03,3.14E+03,
CHEMBL213078,COc1ccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)cc1,IC50 = 11200,1.12E+04,-6.6,1.43E+04,3.15E+03,
CHEMBL283833,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccnc1)C(=O)c1ccc(Cl)cc1Cl,IC50 = 11000,1.10E+04,-6.6,1.43E+04,3.35E+03,
CHEMBL206047,CCCC1(CC(=O)O)CCCc2c1[nH]c1cc(F)cc(F)c21,IC50 = 30000,3.00E+04,-6.1,3.34E+04,3.40E+03,
CHEMBL440562,O=C(O)c1nc(-c2ccccc2)nc(O)c1O,IC50 = 30000,3.00E+04,-6.1,3.34E+04,3.40E+03,
CHEMBL215001,O=C1CC(=O)OC(CCc2ccc(O)cc2)(C2CCCCC2)C1,IC50 = 52000,5.20E+04,-5.8,5.54E+04,3.44E+03,
CHEMBL4441238,COP(=O)(Nc1nn(-c2ccc(-c3cc4nc(C)cc(N)n4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50 = 253.8,2.54E+02,-7.4,3.71E+03,3.46E+03,
CHEMBL1689386,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)cc1,IC50 = 250,2.50E+02,-7.4,3.71E+03,3.46E+03,
CHEMBL556442,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2)C1=O)Nc1ccc(Cl)cc1,IC50 = 209.89,2.10E+02,-7.4,3.71E+03,3.50E+03,
CHEMBL4446863,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2Cl)C1=O)Nc1ccc(Cl)cc1,IC50 = 5120,5.12E+03,-6.9,8.64E+03,3.52E+03,
CHEMBL425286,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)COc1ccccc1-3,IC50 = 140,1.40E+02,-7.4,3.71E+03,3.57E+03,
CHEMBL4471056,O=C(CN1C(=O)S/C(=C\c2ccccc2)C1=O)Nc1ccc(Cl)cc1,IC50 = 139.96,1.40E+02,-7.4,3.71E+03,3.57E+03,
CHEMBL177073,CS(=O)(=O)Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50 = 120,1.20E+02,-7.4,3.71E+03,3.59E+03,
